622	1
6180	2
3331	3
4164	3
6456	3
6673	4
4204	4
5069	4
6115	4
5036	5
3790	6
5526	7
1463	7
3714	9
6180	8
1785	8
2079	10
3191	11
1653	11
5854	11
4439	12
6626	12
3657	12
5220	12
3822	13
3825	13
3823	13
3824	13
4014	14
4360	15
564	16
4003	17
4217	17
5985	18
2501	19
247	20
6777	21
1748	22
2500	23
1785	23
5246	24
3010	24
3794	24
1645	24
3565	24
2539	24
4016	24
3610	24
4874	24
5880	24
3910	24
6862	24
385	24
6213	24
4983	24
5212	24
5749	24
4541	24
1748	25
6269	26
5537	27
419	27
435	27
4100	27
1269	28
4109	28
90	28
3505	28
1268	28
1546	29
549	29
4177	29
3846	29
3205	29
5048	30
1767	30
3909	31
5327	31
3383	31
2076	32
5816	32
2739	33
5609	33
3472	33
6691	33
3280	33
6826	34
5450	35
2773	35
3457	36
6050	37
86	37
35	38
4664	38
6830	38
5474	38
2347	38
4908	38
433	39
6840	40
2753	41
5522	41
4422	41
4562	42
2020	43
3958	44
825	45
1923	46
4195	46
127	46
2826	46
1462	46
5413	46
1979	46
33	46
308	46
6184	46
3515	46
39	47
5914	47
6034	47
1908	47
2609	47
2020	47
3399	47
3568	47
5594	47
3289	48
2108	49
2882	50
4784	50
2927	51
3403	52
2935	53
5925	53
2106	54
1852	55
3012	56
4829	56
2676	56
3504	56
3918	56
5405	56
3581	56
926	56
530	56
5279	56
1222	56
2075	56
3855	56
3174	56
5179	56
2731	56
2716	56
2974	56
3992	57
3428	58
3428	58
3436	59
6881	59
1386	59
4481	59
2803	59
5993	59
3547	59
4045	59
3565	59
3117	60
1703	61
3428	62
3428	62
1311	63
4532	64
3074	65
5911	65
6471	65
6483	65
6605	65
6802	65
3689	65
1239	65
943	66
3657	67
3703	67
1416	68
3895	69
21	70
2992	71
6746	71
6370	71
98	71
4177	71
27	72
181	72
5724	73
2132	74
3264	75
773	76
3576	77
6820	77
1127	77
4535	77
4677	77
1953	78
5275	78
2760	78
6503	78
149	78
1055	78
2839	78
2179	78
2162	78
3411	79
2552	79
3923	79
1952	79
1532	79
5184	79
3700	79
2433	79
4380	79
5850	79
6705	79
4028	79
4074	79
6827	79
693	79
3511	79
1266	79
1122	79
2672	80
6785	80
4577	80
4703	80
3445	80
2561	81
6115	82
4575	82
5955	82
311	82
1180	82
3354	82
2658	82
4983	82
2125	82
2540	82
5968	82
6692	83
1912	83
4827	84
4734	85
1637	86
5451	87
179	87
5642	88
6486	89
3059	90
4546	91
4008	91
1884	92
1386	93
3789	93
4588	94
4764	95
2744	96
5340	96
1158	96
1201	96
4163	96
1695	97
6248	98
3455	98
4747	99
262	100
5988	99
4306	99
2327	99
2431	99
5913	99
6614	99
1562	100
1564	100
1319	99
556	99
67	99
2367	99
6879	99
457	100
900	101
1947	101
2162	102
5519	102
2949	102
1422	102
2706	102
2418	103
4903	104
983	104
4572	104
6618	105
4639	105
2210	105
6026	106
2429	106
2158	107
6550	108
3714	108
5762	109
4112	110
5348	111
4908	112
4136	112
4917	112
1715	112
198	112
5543	112
1856	112
2824	112
6844	112
4436	112
5125	112
3686	112
5938	112
2256	112
5413	112
5115	112
2492	113
3306	113
5067	113
3251	113
5658	114
2042	115
4926	116
5832	116
2671	117
3770	118
419	119
4917	119
4109	120
4333	120
1429	121
5268	121
2062	122
3528	122
3494	122
1451	123
5062	123
3863	123
5367	123
1937	123
2465	124
5125	125
3060	126
4959	126
5946	127
1963	128
4661	128
2190	128
5031	128
6845	128
859	128
4094	128
2132	128
2483	128
224	128
1155	128
6198	128
2953	128
616	128
550	128
3982	128
3790	128
1593	128
3288	128
1417	128
3359	128
4416	128
5491	128
636	128
1454	128
364	128
2062	128
3628	129
2811	129
2286	129
2317	129
2871	129
5601	129
5948	129
410	129
3848	129
4761	129
5421	129
3315	129
432	129
6360	129
4763	130
2154	131
6332	132
5986	133
1349	134
